### ParaTranz ###
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PROV1013;ロリ;;;;;;;;;;;;x
PROV1112;マドゥライ;;;;;;;;;;;;x
PROV1113;チャーガイ;;;;;;;;;;;;x
PROV1114;マハダプラム;;;;;;;;;;;;x
PROV1115;チョーラマンダラム;;;;;;;;;;;;x
PROV1116;テンカーシ;;;;;;;;;;;;x
PROV1117;カーリクート;;;;;;;;;;;;x
PROV1118;マーニヤプラ;;;;;;;;;;;;x
PROV1119;カーンチープラム;;;;;;;;;;;;x
PROV1120;タガドゥール;;;;;;;;;;;;x
PROV1121;ウチェンギードゥルガ;;;;;;;;;;;;x
PROV1122;ウダヤギリ;;;;;;;;;;;;x
PROV1123;ヴェンギプラ;;;;;;;;;;;;x
PROV1124;ホーナーヴァラ;;;;;;;;;;;;x
PROV1125;ターネ;;;;;;;;;;;;x
PROV1126;ダマン;;;;;;;;;;;;x
PROV1127;ナヴァサーリカー;;;;;;;;;;;;x
PROV1128;ヴィザーギパタム;;;;;;;;;;;;x
PROV1129;カタカ;;;;;;;;;;;;x
PROV1130;マーンダヴャプラ;;;;;;;;;;;;x
PROV1131;カルマーンタ;;;;;;;;;;;;x
PROV1133;ヴァドーダラー;;;;;;;;;;;;x
PROV1134;ブーミリカー;;;;;;;;;;;;x
PROV1135;ヴァラビー;;;;;;;;;;;;x
PROV1136;ドヴァーラカー;;;;;;;;;;;;x
PROV1137;マンスーラ;;;;;;;;;;;;x
PROV1138;バッカル;;;;;;;;;;;;x
PROV1139;マクラン;;;;;;;;;;;;x
PROV1140;バナヴァシー;;;;;;;;;;;;x
PROV1141;コール;;;;;;;;;;;;x
PROV1142;プラティシュターナ;;;;;;;;;;;;x
PROV1143;カリヤニ;;;;;;;;;;;;x
PROV1144;コールイパーケー;;;;;;;;;;;;x
PROV1145;デーヴァギリ;;;;;;;;;;;;x
PROV1146;ナラドゥルグ;;;;;;;;;;;;x
PROV1147;マーンダヴガド;;;;;;;;;;;;x
PROV1148;ダシャプラ;;;;;;;;;;;;x
PROV1149;ダーラー;;;;;;;;;;;;x
PROV1150;サーラングプル;;;;;;;;;;;;x
PROV1151;ラクスマナーヴァティー;;;;;;;;;;;;x
PROV1152;ムドガギリ;;;;;;;;;;;;x
PROV1153;コーティヴァルシャ;;;;;;;;;;;;x
PROV1154;マガダ;;;;;;;;;;;;x
PROV1155;シュリープリー;;;;;;;;;;;;x
