#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
horse_regret;愛馬を代わりに据える;;;;;;;;;;;;x
EVTDESC_HL_6000;あなたは、強く逞しい軍馬を選択されるために馬群の中に出て行きます。 あなたは熟練した目で見渡し、最終的に残った馬から際立った馬を見つけます。その馬は強く、逞しい佇まいをしています。\n\nあなたが新しい馬を騎乗すると、あなたは正しい選択をしたことと確信します。他にするべきことは、その馬に相応しい名前を付けることだけです。なんと名付けますか。;;;;;;;;;;;;x
EVTOPTA_HL_6000;ドラゴン。;;;;;;;;;;;;x
EVTOPTB_HL_6000;スカイ。;;;;;;;;;;;;x
EVTOPTC_HL_6000;アロー。;;;;;;;;;;;;x
EVTOPTD_HL_6000;ライトニング。;;;;;;;;;;;;x
EVTDESC_HL_6010;貴方の教え子[ward_cant_ride.GetFirstName]はすでに８つになるのにいまだ馬を乗りこなせません。大変不名誉なことです。;;;;;;;;;;;;x
EVTOPTA_HL_6010;これはいけない！個人的に[ward_cant_ride.GetHerHim]に教え込まねば。;;;;;;;;;;;;x
EVTOPTB_HL_6010;駄目だな、せいぜい[ward_cant_ride.GetHerHim]は足掻いておればよい。;;;;;;;;;;;;x
EVTTITLE_HL_6020;渡河;;;;;;;;;;;;x
EVTDESC_HL_6020;次のキャンプへ移動していると、あなたは川に出くわした。雨により増水し、かなり暴力的な強さで流れている。回り道をするには遠回りすぎるため、あなたは横断することに決めた。一団がもたもたと川を渡っていったが、あなたは一抹の不安を覚えていた。あなたの[spouse_danger_nomad_river_crossing.GetHusbandWife]である[spouse_danger_nomad_river_crossing.GetFirstName]はあなたのお気に入りの馬に乗りながら渡河していた。\n\nあなたが土手から見ていたときそれは起こった…馬と共に激流に襲われた[spouse_danger_nomad_river_crossing.GetFirstName]は川に落ちてしまった。あなたが気付いた時には、二人とも川に飲み込まれており、両方を救えることはできないだろう…;;;;;;;;;;;;x
EVTOPTA_HL_6020;[spouse_danger_nomad_river_crossing.GetFirstName]を守らなければ！;;;;;;;;;;;;x
EVTOPTB_HL_6020;ドラゴンを守らなければ！;;;;;;;;;;;;x
EVTOPTC_HL_6020;スカイを守らなければ！;;;;;;;;;;;;x
EVTOPTD_HL_6020;アローを守らなければ！;;;;;;;;;;;;x
EVTOPTE_HL_6020;ライトニングを守らなければ！;;;;;;;;;;;;x
EVTDESC_HL_6021;あなたは何とか[spouse_danger_nomad_river_crossing.GetFirstName]を川の外に救い出した。あなたはお気に入りの馬を失ってしまったが、あなたの[spouse_danger_nomad_river_crossing.GetHusbandWife]は無事である。[spouse_danger_nomad_river_crossing.GetSheHeCap]は恐慌状態に陥ったがなんとか川の幅の狭いところに逃げ込み、勇敢なあなたの手によって救われたのだ。;;;;;;;;;;;;x
EVTOPTA_HL_6021;[spouse_danger_nomad_river_crossing.GetSheHe]が無事でよかった。;;;;;;;;;;;;x
EVTOPTB_HL_6021;クソッ、ドラゴンを失った…;;;;;;;;;;;;x
EVTOPTC_HL_6021;クソッ、スカイを失った…;;;;;;;;;;;;x
EVTOPTD_HL_6021;クソッ、アローを失った…;;;;;;;;;;;;x
EVTOPTE_HL_6021;クソッ、ライトニングを失った…;;;;;;;;;;;;x
EVTDESC_HL_6022;[spouse_danger_nomad_river_crossing.GetFirstName]を川から引き上げると、[spouse_danger_nomad_river_crossing.GetSheHe]は落ち着くやいなや立ち上がり、水滴を落とし震えながらぶちまけます：「何とバカなことを！私は大丈夫だったのに！溺れた馬の弁償してくれるのか！？」;;;;;;;;;;;;x
EVTOPTA_HL_6022;確かに、今の判断は正しかったのだろうか…;;;;;;;;;;;;x
EVTDESC_HL_6030;貴方の忠実な親衛兵の一人が援助を嘆願してきました。彼が言うには彼の家族が病気のために数頭の雌馬を失ってしまい、その子を養うのにも苦労しているというのです。;;;;;;;;;;;;x
EVTOPTA_HL_6030;よし、私のところから６頭の雌馬を連れて行くといい。;;;;;;;;;;;;x
EVTOPTB_HL_6030;残念だがどうすることもできない…;;;;;;;;;;;;x
opinion_nomad_wargames_participant;軍事演習に参加した;;;;;;;;;;;;x
hold_nomad_wargames;軍事演習を開催する;;;;;;;;;;;;x
hold_nomad_wargames_desc;馬術、弓術、剣術と言った武術を競うための演習に、我が領地の戦士を招待することができます。優勝者にはゴールドと威信を手に入れるでしょう。;;;;;;;;;;;;x
holding_nomad_wargames;大軍事演習;;;;;;;;;;;;x
holding_nomad_wargames_desc;This ruler is hosting a traditional competition in martial skills.;;;;;;;;;;;;x
held_nomad_wargames;軍事演習を開催した;;;;;;;;;;;;x
held_nomad_wargames_desc;This character has recently hosted a traditional competition in martial skills, thus honoring ancient values and martial traditions.;;;;;;;;;;;;x
EVTDESC_HL_7000;You have decided to organize a great competition in martial skills, inviting warriors from across the realm to display their prowess with horse, bow and sword.;;;;;;;;;;;;x
EVTOPTA_HL_7000;素晴らしい大会になるだろう。;;;;;;;;;;;;x
EVTDESC_HL_7001;我が忠実なる騎士、[Root.GetDynName]へ\n\n[From.Capital.GetName]で開催する演習での貴殿の活躍に期待する\n\n[From.GetFullName];;;;;;;;;;;;x
EVTOPTA_HL_7001;今こそ馬に鐙をつけよう！;;;;;;;;;;;;x
EVTDESC_HL_7002;Dear [Root.GetTitledFirstName],\n\nUnfortunately I cannot attend the upcoming wargames.\n\n[From.GetTitledName];;;;;;;;;;;;x
EVTDESC_HL_7020;Warriors have come to your court from afar, gathering for the great wargames. The impatient stomping of horses accompanies the excited cries from the spectators. As the participants salute you, you give the signal for the contest to begin.;;;;;;;;;;;;x
EVTOPTA_HL_7020;The best warrior shall win!;;;;;;;;;;;;x
EVTDESC_HL_7025;You have arrived at the court of the [From.PrimaryTitle.GetRulerTitle] for the wargames. The impatient stomping of horses accompanies the excited cries from the spectators. As you salute [From.GetTitledFirstName], [From.GetSheHe] gives the signal for the contest to begin.;;;;;;;;;;;;x
EVTOPTA_HL_7025;I shall give it my best!;;;;;;;;;;;;x
EVTDESC_HL_7055;Your skill with horse, bow and sword unmatched on this day, you have won the games! [From.GetTitledFirstName] presents you with your well-earned prize.;;;;;;;;;;;;x
EVTOPTA_HL_7055;I knew I would win!;;;;;;;;;;;;x
