### ParaTranz ###
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INTERACTION_CANNOT_INVITE_MARRIED;[Recipient.GetTitledFirstName]は既婚者であってはならない;;;;;;;;;;;;x
AIREASON_LOVER;§Y[GetTitledFirstName]§!は私の恋人である;;;;;;;;;;;;x
AIREASON_FRIEND;§Y[GetTitledFirstName]§!は私の友人である;;;;;;;;;;;;x
AIREASON_WITH_LOVER;恋人§Y[GetTitledFirstName]§!と共に滞在したいものだ;;;;;;;;;;;;x
PV_FORT;砦;;;;;;;;;;;;x
PV_TRADE_POST;交易所;;;;;;;;;;;;x
adopt_wolf_child;その子供は完全な相続権を得ます。;;;;;;;;;;;;x
EVTTOOLTIP89008;殺人の企みが通知されます。;;;;;;;;;;;;x
claim_on_vassal_plot_desc;§Y$CLAIMANT$§!は§Y$TITLE$§!の称号を簒奪しようとしています。これは§Y$TARGET$§!との武力衝突の結果をもたらします。;;;;;;;;;;;;x
EVTOPTC63011;怪しいな。"計画者"と思しき奴に知らせるべきだろう。;;;;;;;;;;;;x
werewolf_howling_tooltip;一晩中、月に向かって吠えた;;;;;;;;;;;;x
werewolf_swimming_tooltip;外で寝たらびしょ濡れだ……;;;;;;;;;;;;x
SENTIMENT;感情：;;;;;;;;;;;;x
GRAZING_LAND;より多くの放牧地が必要;;;;;;;;;;;;x
CLAN_OPINION;氏族感情;;;;;;;;;;;;x
MARRIAGE_TIES;婚姻による絆;;;;;;;;;;;;x
WEAK;弱み;;;;;;;;;;;;x
TOO_MUCH_COMPETITION;あまりに多くの競争相手;;;;;;;;;;;;x
CREATE_FEUD;$ACTOR$と$RECIPIENT$は確執に巻き込まれた;;;;;;;;;;;;x
opinion_built_temple;寺院建設;;;;;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_TITLE;血の盟約を結成;;;;;;;;;;;;x
INTERACTION_NO_BLOOD_BROTHER;§Y$CLAN$§!はこれ以上血の盟友を持つことはできません;;;;;;;;;;;;x
HAS_BLOOD_OATH_WITH;§Y$CLAN$§!と血の盟約を結んでいます;;;;;;;;;;;;x
NOT_HAS_BLOOD_OATH_WITH;§Y$CLAN$§!と血の盟約を結んでいません;;;;;;;;;;;;x
declare_feud;確執の宣言;;;;;;;;;;;;x
opinion_feud;確執;;;;;;;;;;;;x
BLOOD_BROTHER;血の盟友;;;;;;;;;;;;x
EVTDESC505;我々が血の盟友として結ばれることを誓う！;;;;;;;;;;;;x
EVTDESC506;あなたからの血の盟約の申し出は受け入れられない。;;;;;;;;;;;;x
INTERACTION_CANT_DOW_BLOOD_BROTHER;血の盟友であってはならない;;;;;;;;;;;;x
