### ParaTranz ###
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RD_APPEARANCE;外見;;;;;;;;;;;;x
RD_COAT_OF_ARMS;紋章;;;;;;;;;;;;x
RD_ATTRIBUTES;属性;;;;;;;;;;;;x
RD_ETHNICITY;民族;;;;;;;;;;;;x
RD_EYES;目;;;;;;;;;;;;x
RD_NOSE;鼻;;;;;;;;;;;;x
RD_MOUTH;口;;;;;;;;;;;;x
RD_CHIN;顎;;;;;;;;;;;;x
RD_NECK;首;;;;;;;;;;;;x
RD_CHEEKS;頬;;;;;;;;;;;;x
RD_EARS;耳;;;;;;;;;;;;x
RD_EYE_COLOR;目の色;;;;;;;;;;;;x
RD_HAIRSTYLE;髪型;;;;;;;;;;;;x
RD_HAIR_COLOR;髪の色;;;;;;;;;;;;x
RD_BEARD;髭;;;;;;;;;;;;x
RD_VISUALIZE;外見;;;;;;;;;;;;x
RD_CLOTHES;服装;;;;;;;;;;;;x
RD_HEADGEAR;被り物;;;;;;;;;;;;x
RD_AGE;年齢;;;;;;;;;;;;x
RD_BACKGROUND;背景;;;;;;;;;;;;x
RD_CANCEL;キャンセル;;;;;;;;;;;;x
RD_NEXT;次へ;;;;;;;;;;;;x
RD_LAYOUT;レイアウト;;;;;;;;;;;;x
RD_SLOT_1;スロット1;;;;;;;;;;;;x
RD_SLOT_2;スロット2;;;;;;;;;;;;x
RD_SLOT_3;スロット3;;;;;;;;;;;;x
RD_SLOT_4;スロット4;;;;;;;;;;;;x
RD_COLOR_1;色1;;;;;;;;;;;;x
RD_COLOR_2;色2;;;;;;;;;;;;x
RD_COLOR_3;色3;;;;;;;;;;;;x
RD_EMBLEM;紋章;;;;;;;;;;;;x
PORTRAIT_westerngfx;西洋;;;;;;;;;;;;x
PORTRAIT_italiangfx;イタリア;;;;;;;;;;;;x
PORTRAIT_byzantinegfx;ビザンティン;;;;;;;;;;;;x
PORTRAIT_muslimgfx;イスラム教徒;;;;;;;;;;;;x
RD_YOUNG;若年;;;;;;;;;;;;x
RD_MIDDLEAGED;中年;;;;;;;;;;;;x
RD_OLD;老年;;;;;;;;;;;;x
coa_party_per_fess;水平2分割;;;;;;;;;;;;x
coa_party_per_pale;垂直2分割;;;;;;;;;;;;x
coa_party_per_cross;4分割;;;;;;;;;;;;x
coa_party_triangle;3分割;;;;;;;;;;;;x
coa_plain;無地;;;;;;;;;;;;x
RD_LINK_PATTERN;全てのスロットと連動させる;;;;;;;;;;;;x
RD_LINK_COLOR;全ての色と連動させる;;;;;;;;;;;;x
RD_MARRIED;ゲーム開始時に結婚していたい場合はチェックを入れる;;;;;;;;;;;;x
RD_CLEARTRAITS;全ての特性を削除\n個別に削除する時はその特性を右クリック;;;;;;;;;;;;x
RD_DIPLOMACY;外交:;;;;;;;;;;;;x
RD_MARTIAL;軍事:;;;;;;;;;;;;x
RD_STEWARDSHIP;管理:;;;;;;;;;;;;x
RD_INTRIGUE;策略:;;;;;;;;;;;;x
RD_LEARNING;学識:;;;;;;;;;;;;x
RD_HEALTH;健康度:;;;;;;;;;;;;x
RD_FERTILITY;生殖力:;;;;;;;;;;;;x
RD_SONS;息子:;;;;;;;;;;;;x
RD_DAUGHTERS;娘:;;;;;;;;;;;;x
RD_FIRST_NAME;名前;;;;;;;;;;;;x
RD_DYNASTY;家名;;;;;;;;;;;;x
RD_MARRIED2;既婚:;;;;;;;;;;;;x
RD_CULTURE;文化:;;;;;;;;;;;;x
RD_RELIGION;宗教:;;;;;;;;;;;;x
RD_EDUCATION;教育;;;;;;;;;;;;x
RD_TRAITS;特性;;;;;;;;;;;;x
RD_FINISH;終了;;;;;;;;;;;;x
RD_IS_MALE;性別を女性に変える;;;;;;;;;;;;x
RD_IS_FEMALE;性別を男性に変える;;;;;;;;;;;;x
RD_NOT_PLAYABLE;§Rこの宗教ではプレイできません§!;;;;;;;;;;;;x
RD_OPEN_RULER_DESIGNER;ルーラーデザイナーを開く;;;;;;;;;;;;x
RD_CHANGE_GRAPHICAL_CULTURE;文化ごとの顔を見つける;;;;;;;;;;;;x
RD_CHANGE_CULTURE;文化を変更する;;;;;;;;;;;;x
RD_CHANGE_RELIGION;宗教を変更する;;;;;;;;;;;;x
RD_CHANGE_EDUCATIONAL_TRAIT;教育特性を変更する;;;;;;;;;;;;x
RD_CUSTOMIZED_AGE;年齢: $AGE$（最高:$MAX$）;;;;;;;;;;;;x
RD_RANDOMIZE;ランダムに変える;;;;;;;;;;;;x
RD_FAIL_AGE;このキャラクターはゲームを開始するには歳を取りすぎています;;;;;;;;;;;;x
RD_FAIL_CHILDREN;このキャラクターは、子供を持つために十分な年を取っていません。子供一人ごとに1年、キャラクターの年を増やさなければなりません;;;;;;;;;;;;x
RD_EXTRA_CLICK;クリックで変更\nShiftを押しながらクリックで5ずつ\nCtrlを押しながらクリックで10ずつ;;;;;;;;;;;;x
RD_RESET;リセット;;;;;;;;;;;;x
RD_FAIL_NO_NAME;キャラクターの名前を決めて下さい;;;;;;;;;;;;x
RD_FAIL_NO_DYN_NAME;キャラクターの家名を決めて下さい;;;;;;;;;;;;x
RD_RULER_DESIGNER;ルーラーデザイナー;;;;;;;;;;;;x
RD_FAIL_NO_UNPLAYABLE;§Rキャラクターカスタマイズはできません§!;;;;;;;;;;;;x
RD_FAIL_NO_DLC;§Rこのシステムを使うにはDLC『Ruler Designer』が必要です§!;;;;;;;;;;;;x
RD_FAIL_SAME_NAME;置き換えるキャラクターと同名には出来ません;;;;;;;;;;;;x
RD_CHANGE_SONS;ゲーム開始時に誕生している息子の数を変える;;;;;;;;;;;;x
RD_CHANGE_DAUGHTERS;ゲーム開始時に誕生している娘の数を変える;;;;;;;;;;;;x
RD_ADD_TRAIT;特性を追加;;;;;;;;;;;;x
