### ParaTranz ###
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
IS_NOT_LOVER_OF;§Y$WHO$§!の愛人ではない;;;;;;;;;;;;x
IS_LOVER_OF;§Y$WHO$§!の愛人である;;;;;;;;;;;;x
HAS_LESS_SPOUSES_THAN;配偶者の数が右記未満:;;;;;;;;;;;;x
HAS_MORE_SPOUSES_THAN;配偶者の数が右記以上:;;;;;;;;;;;;x
HAS_LESS_CONSORTS_THAN;側室/男妾の数が右記未満:;;;;;;;;;;;;x
HAS_MORE_CONSORTS_THAN;側室/男妾の数が右記以上:;;;;;;;;;;;;x
HAS_LESS_LOVERS_THAN;恋人の数が右記未満:;;;;;;;;;;;;x
HAS_MORE_LOVERS_THAN;恋人の数が右記以上:;;;;;;;;;;;;x
ANY_LOVER_STARTS;任意の恋人;;;;;;;;;;;;x
AIREASON_AGE_DIFFERENCE;年齢差;;;;;;;;;;;;x
ANY_CLAIM_STARTS;任意の請求;;;;;;;;;;;;x
IS_PACIFIST;平和主義者である;;;;;;;;;;;;x
IS_NOT_PACIFIST;平和主義者ではない;;;;;;;;;;;;x
EVTDESC_RoI_10003;事ある毎に愛する[GetFromRelation]は私の[GetFromReincarnationRelation]の[From.Reincarnation.GetFirstName]の生まれ変わりなのではないかとの思いが強まる。小さな[From.GetFirstName]はしばしば[From.GetPossPronoun]のかつての友人と家族の話をし、名前すらもほぼ正しく思い出している。;;;;;;;;;;;;x
conscript_merchant_ships;商船を動員する;;;;;;;;;;;;x
conscript_merchant_ships_desc;海外の領地の存在により、我が領邦には相当な数の商船を戦時に動員することが可能になっている―無論、相応量の金は必要であるが…;;;;;;;;;;;;x
HAS_NO_OVERSEAS_HOLDINGS;海外の領地を持たない;;;;;;;;;;;;x
HAS_OVERSEAS_HOLDINGS;海外の領地を持つ;;;;;;;;;;;;x
OUT_OF_SUPPLIES;ユニットは次の期間補給を受けていない:;;;;;;;;;;;;x
MATCHMAKING_SERVER_HOST_TITLE;ホストのゲーム設定;;;;;;;;;;;;x
SAMRAT_CHAKRAVARTIN;転輪聖帝;;;;;;;;;;;;x
SAMRAJNI_CHAKRAVARTIN;転輪聖帝;;;;;;;;;;;;x
CHARVIEW_RELATIONS;関係;;;;;;;;;;;;x
ADD_FRIEND_EFFECT;§Y$WHO$§Wと§Y$OTHER$§Wは親しい友人関係となった\n;;;;;;;;;;;;x
REMOVE_FRIEND_EFFECT;§Y$WHO$§Wと§Y$OTHER$§Wの友好関係は破綻した。\n;;;;;;;;;;;;x
ADD_RIVAL_EFFECT;§Y$WHO$§!と§Y$OTHER$§Wは激しい敵対関係となった\n;;;;;;;;;;;;x
