#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
b_kladanj;クラダニ;;;;;;;;;;;;x
b_banovici;バノヴィチ;;;;;;;;;;;;x
b_gradacac;グラダチャツ;;;;;;;;;;;;x
b_kljuc;クリュチ;;;;;;;;;;;;x
b_kotor_donjikraji;コトル;;;;;;;;;;;;x
b_glamoc;グラモチ;;;;;;;;;;;;x
b_modrica;モドリチャ;;;;;;;;;;;;x
b_vrhbosna;ヴルフボスナ;;;;;;;;;;;;x
b_kresevo;クレシェヴォ;;;;;;;;;;;;x
b_stolac;ストラツ;;;;;;;;;;;;x
b_ston;ストン;;;;;;;;;;;;x
b_korcula;コルチュラ;;;;;;;;;;;;x
b_brac;ブラチ;;;;;;;;;;;;x
b_omis;オミシュ;;;;;;;;;;;;x
b_lapcan;ラプチャン;;;;;;;;;;;;x
b_zavala;ザバラ;;;;;;;;;;;;x
bosnian;ボスニア;;;;;;;;;;;;x
PROV463;ドニ・クライ;;;;;;;;;;;;x
PROV1970;ウソラ;;;;;;;;;;;;x
PROV1971;ヴルフボスナ;;;;;;;;;;;;x
PROV504;ソリ;;;;;;;;;;;;x
c_usora_adj;ドニ・クライ;;;;;;;;;;;;x
c_soli_adj;ウソラ;;;;;;;;;;;;x
c_bilino_polje_adj;ヴルフボスナ;;;;;;;;;;;;x
c_amorion_adj;アモリオン;;;;;;;;;;;;x
c_rama_adj;ソリ;;;;;;;;;;;;x
c_berg_adj;ベルク;;;;;;;;;;;;x
c_claudiopolis_adj;クラウディオポリス;;;;;;;;;;;;x
d_athens_adj;アテネ;;;;;;;;;;;;x
d_dalmatia;フム;;;;;;;;;;;;x
d_dalmatia_adj;フム;;;;;;;;;;;;x
create_bosnia;ボスニア王国の創設;;;;;;;;;;;;x
create_bosnia_desc;何世紀にもわたって、ボスニアは東西間の戦場とされてきました。ですが、それももう終わりです。地域大国の反抗を知らしめ、ボスニアの王として宣言するために、ボスニアの領主たちをまとめ上げる時がついに来たのです。;;;;;;;;;;;;x
alfonso_portugal;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
alfonso_spain;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
james;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
garcia;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
muhammad_the_victorious;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
mansa_musa;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
bohemond;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
roger;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
baldouin;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
tughluq;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
ottoman;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
dandolo;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
almoravid;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
almohad;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
baibars;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
arwa;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
philippe_capet;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
barbarossa;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
premyslid;[This.GetFirstNameWithNick]の血筋;;;;;;;;;;;;x
portuguese_opinion;[portuguese.GetName]人からの評価;;;;;;;;;;;;x
catalan_opinion;[catalan.GetName]人からの評価;;;;;;;;;;;;x
occitan_opinion;[occitan.GetName]人からの評価;;;;;;;;;;;;x
basque_opinion;[basque.GetName]人からの評価;;;;;;;;;;;;x
manden_opinion;[manden.GetName]人からの評価;;;;;;;;;;;;x
maghreb_arabic_opinion;[maghreb_arabic.GetName]人からの評価;;;;;;;;;;;;x
egyptian_arabic_opinion;[egyptian_arabic.GetName]人からの評価;;;;;;;;;;;;x
bedouin_arabic_opinion;[bedouin_arabic.GetName]人からの評価;;;;;;;;;;;;x
bohemian_opinion;[bohemian.GetName]人からの評価;;;;;;;;;;;;x
castillan_opinion;[castillan.GetName]人からの評価;;;;;;;;;;;;x
dravidian_group_opinion;[dravidian_group.GetGroupName]人からの評価;;;;;;;;;;;;x
